"Severity","Time","Recovery time","Status","Host","Problem","Duration","Ack","Actions","Tags"
"Disaster","2025-04-30 18:39:26","2025-04-30 18:57:26","RESOLVED","(POLITECNICO) SERVIDOR PGPDMMPSQL01","Zabbix agent is not available (or nodata for 30m)","18m","No","","Application: Status"
"Average","2025-04-30 18:39:23","2025-04-30 18:57:23","RESOLVED","(POLITECNICO) SERVIDOR PGPDMMPDB01","{$DB.TYPE}: (POLITECNICO) SERVIDOR PGPDMMPDB01 not reachable (Port 3306 Down)","18m","No","","Application: MySQL Status, Application: Ports, Canvas: MySQL"
"Average","2025-04-30 18:39:16","2025-04-30 18:58:16","RESOLVED","(POLITECNICO) SERVIDOR PGPBUIDB01","{$DB.TYPE}: (POLITECNICO) SERVIDOR PGPBUIDB01 not reachable (Port 3306 Down)","19m","No","","Application: MySQL Status, Application: Ports"
"Average","2025-04-30 18:39:01","2025-04-30 18:57:01","RESOLVED","(POLITECNICO) SERVIDOR PGPDMMPDB01","Unavailable by ICMP ping","18m","No","","Application: Status, Availability: Yes, Canvas: MySQL"
"Disaster","2025-04-30 18:38:51","2025-04-30 18:47:41","RESOLVED","(POLITECNICO) SERVIDOR PGPDMMPDB01","Zabbix agent is not available (or nodata for 30m)","8m 50s","No","","Application: Status, Canvas: MySQL"
"Disaster","2025-04-30 18:38:48","2025-04-30 18:48:21","RESOLVED","(POLITECNICO) SERVIDOR PGPDMMPAPP02","Zabbix agent is not available (or nodata for 30m)","9m 33s","No","","Application: Status"
"Disaster","2025-04-30 18:38:43","2025-04-30 18:48:42","RESOLVED","(POLITECNICO) SERVIDOR PGPDMMPAPP02","Docker: Failed to fetch info data (or no data for 30m)","9m 59s","No","","Application: Docker"
"Disaster","2025-04-30 18:38:05","2025-04-30 18:47:56","RESOLVED","(POLITECNICO) SERVIDOR PGPBUIDB01","Zabbix agent is not available (or nodata for 30m)","9m 51s","No","","Application: Status"
"Warning","2025-04-30 18:37:17","2025-04-30 19:27:17","RESOLVED","Zabbix Proxy Secundario","More than 100 items having missing data for more than 10 minutes","50m","No","","Application: Zabbix proxy"
"Average","2025-04-30 18:34:29","2025-04-30 18:43:29","RESOLVED","(ANDINA) SERVIDOR FUAPDMMPSQL02","SQLServer: Buffer Manager: Page life expectancy is under 5min","9m","No","","Application: SQL, GLPI: Yes"
"Warning","2025-04-30 18:29:59","2025-04-30 18:57:59","RESOLVED","(POLITECNICO) SERVIDOR PGPDMMPAPP02","Unavailable by ICMP ping","28m","No","","Application: Status"
"Warning","2025-04-30 18:29:50","2025-04-30 18:58:50","RESOLVED","(POLI) SERVIDOR PGPDMMPNFS01","Unavailable by ICMP ping","29m","No","","Application: Status"
"Warning","2025-04-30 18:29:46","2025-04-30 18:57:46","RESOLVED","(POLITECNICO) SERVIDOR PGPBUIDB01","Unavailable by ICMP ping","28m","No","","Application: Status"
"Warning","2025-04-30 18:29:25","2025-04-30 18:57:25","RESOLVED","(POLITECNICO) SERVIDOR PGPDMMPDB01","{$DB.TYPE}: (POLITECNICO) SERVIDOR PGPDMMPDB01 not reachable (Port 3306 Down)","28m","No","","Application: MySQL Status, Application: Ports, Canvas: MySQL"
"Warning","2025-04-30 18:29:18","2025-04-30 18:58:18","RESOLVED","(POLITECNICO) SERVIDOR PGPBUIDB01","{$DB.TYPE}: (POLITECNICO) SERVIDOR PGPBUIDB01 not reachable (Port 3306 Down)","29m","No","","Application: MySQL Status, Application: Ports"
"Warning","2025-04-30 18:29:02","2025-04-30 18:57:02","RESOLVED","(POLITECNICO) SERVIDOR PGPDMMPDB01","Unavailable by ICMP ping","28m","No","","Application: Status, Canvas: MySQL"
"Average","2025-04-30 18:25:29","2025-04-30 18:33:29","RESOLVED","(ANDINA) SERVIDOR FUAPDMMPSQL02","SQLServer: Buffer Manager: Page life expectancy is under 5min","8m","No","","Application: SQL, GLPI: Yes"
"Warning","2025-04-30 18:25:29","2025-04-30 21:15:29","RESOLVED","Zabbix Server Ilumno","Zabbix server: Too many items having missing data for more than 10 minutes","2h 50m","No","","Application: Zabbix server"
"Warning","2025-04-30 18:25:27","2025-04-30 20:25:31","RESOLVED","(CTEC) SERVIDOR ILUPSAP01","Interface vmxnet3 Ethernet Adapter(Ethernet0): High bandwidth usage ( > 90% )","2h 4s","No","","Application: Interface vmxnet3 Ethernet Adapter(Ethernet0), Application: Network interfaces"
"Information","2025-04-30 18:23:35","2025-04-30 18:38:35","RESOLVED","(CTEC) SERVIDOR ILUPSAP01","System name has changed (new name: ILUPSAP01)","15m","No","","Application: General"
"Disaster","2025-04-30 18:18:44","2025-04-30 19:19:44","RESOLVED","(CTEC) SERVIDOR C3P-FTPUNIV01","Zabbix agent is not available (for 5m)","1h 1m","No","Actions (2)","Application: Status"
"Warning","2025-04-30 18:16:27","","PROBLEM","(UDI) SERVIDOR UDIPDMMPAPP01","High swap space usage ( more than 50% used)","1d 18h 9m","No","","Application: Memory, GLPI: Yes, GLPICat: 2875"
"Average","2025-04-30 18:14:40","2025-04-30 18:28:40","RESOLVED","(ILUMNO) SERVIDOR ILUPGENDB01","1 D:: Disk is overloaded (util > 92% for 15m)","14m","No","","Application: Disk 1 D:"
"Average","2025-04-30 18:13:42","","PROBLEM","(CTEC) ILUPLB02","Virtual server /Common/vip_pg_uat_dmmp_443 is not available in some capacity: red (3)","1d 18h 11m","No","","Application: Virtual server status"
"Disaster","2025-04-30 18:13:41","","PROBLEM","(CTEC) ILUPLB02","Pool /Common/pool_pg_uat_dmmp_8082 is not available in some capacity: red (3)","1d 18h 12m","No","Actions (2)","Application: Pool status"
"Disaster","2025-04-30 18:13:41","","PROBLEM","(CTEC) ILUPLB02","Pool /Common/pool_pg_uat_dmmp_8081 is not available in some capacity: red (3)","1d 18h 12m","No","Actions (2)","Application: Pool status"
"Disaster","2025-04-30 18:13:41","","PROBLEM","(CTEC) ILUPLB02","Pool /Common/pool_pg_uat_app-poli-form_6001 is not available in some capacity: red (3)","1d 18h 12m","No","Actions (2)","Application: Pool status"
"Disaster","2025-04-30 18:13:41","","PROBLEM","(CTEC) ILUPLB02","Pool /Common/pool_pg_uat_dmmp_8080 is not available in some capacity: red (3)","1d 18h 12m","No","Actions (2)","Application: Pool status"
"Disaster","2025-04-30 18:13:41","","PROBLEM","(CTEC) ILUPLB02","Node /Common/pgpdmmpapp01 is not available in some capacity: red (3)","1d 18h 12m","No","Actions (2)","Application: Node status"
"Disaster","2025-04-30 18:13:41","","PROBLEM","(CTEC) ILUPLB02","Pool /Common/pool_pg_uat_app-poli-back_5311 is not available in some capacity: red (3)","1d 18h 12m","No","Actions (2)","Application: Pool status"
"Disaster","2025-04-30 18:13:41","","PROBLEM","(CTEC) ILUPLB02","Node /Common/pgudmmpdb01 is not available in some capacity: red (3)","1d 18h 12m","No","Actions (2)","Application: Node status"
"Disaster","2025-04-30 18:13:41","","PROBLEM","(CTEC) ILUPLB02","Pool /Common/pool_pg_uat_dmmp_4201 is not available in some capacity: red (3)","1d 18h 12m","No","Actions (2)","Application: Pool status"
"Disaster","2025-04-30 18:13:41","","PROBLEM","(CTEC) ILUPLB02","Node /Common/pgpdmmpapp02 is not available in some capacity: red (3)","1d 18h 12m","No","Actions (2)","Application: Node status"
"Disaster","2025-04-30 18:13:41","","PROBLEM","(CTEC) ILUPLB02","Node /Common/ilupwireframes01 is not available in some capacity: red (3)","1d 18h 12m","No","Actions (2)","Application: Node status"
"Disaster","2025-04-30 18:13:41","","PROBLEM","(CTEC) ILUPLB02","Pool /Common/pool_pg_uat_dmmp_8083 is not available in some capacity: red (3)","1d 18h 12m","No","Actions (2)","Application: Pool status"
"Disaster","2025-04-30 18:13:40","","PROBLEM","(CTEC) ILUPLB02","Node /Common/pgudmmpapp02 is not available in some capacity: red (3)","1d 18h 12m","No","Actions (2)","Application: Node status"
"Disaster","2025-04-30 18:13:40","","PROBLEM","(CTEC) ILUPLB02","Node /Common/pgphpl01 is not available in some capacity: red (3)","1d 18h 12m","No","Actions (2)","Application: Node status"
"Disaster","2025-04-30 18:13:40","","PROBLEM","(CTEC) ILUPLB02","Pool /Common/pool_pg_uat_dmmp_4200 is not available in some capacity: red (3)","1d 18h 12m","No","Actions (2)","Application: Pool status"
"Disaster","2025-04-30 18:13:40","","PROBLEM","(CTEC) ILUPLB02","Node /Common/pgpdmmpdb01 is not available in some capacity: red (3)","1d 18h 12m","No","Actions (2)","Application: Node status"
"Disaster","2025-04-30 18:13:40","","PROBLEM","(CTEC) ILUPLB01","Node /Common/pgphpl01 is not available in some capacity: red (3)","1d 18h 12m","No","Actions (2)","Application: Node status"
"Average","2025-04-30 18:13:40","","PROBLEM","(CTEC) ILUPLB02","Virtual server /Common/vip_pg_uat_dmmp_80 is not available in some capacity: red (3)","1d 18h 12m","No","","Application: Virtual server status"
"Disaster","2025-04-30 18:13:40","","PROBLEM","(CTEC) ILUPLB02","Node /Common/pgudmmpapp01 is not available in some capacity: red (3)","1d 18h 12m","No","Actions (2)","Application: Node status"
"Average","2025-04-30 18:13:40","","PROBLEM","(CTEC) ILUPLB01","Virtual server /Common/vip_pg_uat_dmmp_443 is not available in some capacity: red (3)","1d 18h 12m","No","","Application: Virtual server status"
"Disaster","2025-04-30 18:13:40","","PROBLEM","(CTEC) ILUPLB01","Node /Common/pgudmmpapp01 is not available in some capacity: red (3)","1d 18h 12m","No","Actions (2)","Application: Node status"
"Average","2025-04-30 18:13:39","","PROBLEM","(CTEC) ILUPLB01","Virtual server /Common/vip_pg_uat_dmmp_80 is not available in some capacity: red (3)","1d 18h 12m","No","","Application: Virtual server status"
"Disaster","2025-04-30 18:13:39","","PROBLEM","(CTEC) ILUPLB01","Pool /Common/pool_pg_uat_dmmp_8081 is not available in some capacity: red (3)","1d 18h 12m","No","Actions (2)","Application: Pool status"
"Disaster","2025-04-30 18:13:39","","PROBLEM","(CTEC) ILUPLB01","Pool /Common/pool_pg_uat_dmmp_8083 is not available in some capacity: red (3)","1d 18h 12m","No","Actions (2)","Application: Pool status"
"Disaster","2025-04-30 18:13:39","","PROBLEM","(CTEC) ILUPLB01","Pool /Common/pool_pg_uat_app-poli-form_6001 is not available in some capacity: red (3)","1d 18h 12m","No","Actions (2)","Application: Pool status"
"Disaster","2025-04-30 18:13:39","","PROBLEM","(CTEC) ILUPLB01","Pool /Common/pool_pg_uat_app-poli-back_5311 is not available in some capacity: red (3)","1d 18h 12m","No","Actions (2)","Application: Pool status"
"Disaster","2025-04-30 18:13:39","","PROBLEM","(CTEC) ILUPLB01","Pool /Common/pool_pg_uat_dmmp_8080 is not available in some capacity: red (3)","1d 18h 12m","No","Actions (2)","Application: Pool status"
"Disaster","2025-04-30 18:13:39","","PROBLEM","(CTEC) ILUPLB01","Pool /Common/pool_pg_uat_dmmp_8082 is not available in some capacity: red (3)","1d 18h 12m","No","Actions (2)","Application: Pool status"
"Disaster","2025-04-30 18:13:39","","PROBLEM","(CTEC) ILUPLB01","Node /Common/ilupwireframes01 is not available in some capacity: red (3)","1d 18h 12m","No","Actions (2)","Application: Node status"
"Disaster","2025-04-30 18:13:39","","PROBLEM","(CTEC) ILUPLB01","Pool /Common/pool_pg_uat_dmmp_4200 is not available in some capacity: red (3)","1d 18h 12m","No","Actions (2)","Application: Pool status"
"Disaster","2025-04-30 18:13:39","","PROBLEM","(CTEC) ILUPLB01","Node /Common/pgpdmmpdb01 is not available in some capacity: red (3)","1d 18h 12m","No","Actions (2)","Application: Node status"
"Disaster","2025-04-30 18:13:38","","PROBLEM","(CTEC) ILUPLB01","Node /Common/pgpdmmpapp02 is not available in some capacity: red (3)","1d 18h 12m","No","Actions (2)","Application: Node status"
"Disaster","2025-04-30 18:13:38","","PROBLEM","(CTEC) ILUPLB01","Node /Common/pgpdmmpapp01 is not available in some capacity: red (3)","1d 18h 12m","No","Actions (2)","Application: Node status"
"Disaster","2025-04-30 18:13:38","","PROBLEM","(CTEC) ILUPLB01","Pool /Common/pool_pg_uat_dmmp_4201 is not available in some capacity: red (3)","1d 18h 12m","No","Actions (2)","Application: Pool status"
"Disaster","2025-04-30 18:13:38","","PROBLEM","(CTEC) ILUPLB01","Node /Common/pgudmmpdb01 is not available in some capacity: red (3)","1d 18h 12m","No","Actions (2)","Application: Node status"
"Disaster","2025-04-30 18:13:38","","PROBLEM","(CTEC) ILUPLB01","Node /Common/pgudmmpapp02 is not available in some capacity: red (3)","1d 18h 12m","No","Actions (2)","Application: Node status"
"Disaster","2025-04-30 18:13:26","2025-04-30 18:50:25","RESOLVED","(POLITECNICO) SERVIDOR PGPDMMPSQL01","ICMP PING is unavailable","36m 59s","No","","Application: ICMP, GLPI: Yes, GLPICat: 2883"
"Disaster","2025-04-30 18:12:40","","PROBLEM","(CTEC) ILUPLB02","Pool /Common/pool_pg_uat_dmmpdb_3306 is not available in some capacity: red (3)","1d 18h 13m","No","Actions (2)","Application: Pool status"
"Average","2025-04-30 18:12:40","","PROBLEM","(CTEC) ILUPLB02","Virtual server /Common/vip_pg_uat_dmmpdb_3306 is not available in some capacity: red (3)","1d 18h 13m","No","","Application: Virtual server status"
"Disaster","2025-04-30 18:12:38","","PROBLEM","(CTEC) ILUPLB01","Pool /Common/pool_pg_uat_dmmpdb_3306 is not available in some capacity: red (3)","1d 18h 13m","No","Actions (2)","Application: Pool status"
"Average","2025-04-30 18:12:38","","PROBLEM","(CTEC) ILUPLB01","Virtual server /Common/vip_pg_uat_dmmpdb_3306 is not available in some capacity: red (3)","1d 18h 13m","No","","Application: Virtual server status"
"Disaster","2025-04-30 18:12:36","2025-04-30 18:49:35","RESOLVED","(POLITECNICO) SERVIDOR PGPDMMPAPP02","ICMP PING is unavailable","36m 59s","No","","Application: ICMP, GLPI: Yes, GLPICat: 2883"
"Disaster","2025-04-30 18:12:32","2025-04-30 21:23:31","RESOLVED","(CTEC) SERVIDOR C3P-FTPUNIV01","ICMP PING is unavailable","3h 10m 59s","No","Actions (3)","Application: ICMP, GLPI: Yes, GLPICat: 2883, TICKET: 40905, TICKET_URL: https://services.ilumno.com/glpi/front/ticket.form.php?id=40905"
"Disaster","2025-04-30 18:12:21","2025-04-30 18:49:20","RESOLVED","(POLITECNICO) SERVIDOR PGPBUIDB01","ICMP PING is unavailable","36m 59s","No","","Application: ICMP"
"Disaster","2025-04-30 18:12:18","2025-04-30 18:50:17","RESOLVED","(POLI) SERVIDOR PGPDMMPNFS01","ICMP PING is unavailable","37m 59s","No","","Application: ICMP, GLPI: Yes, GLPICat: 2883"
"Disaster","2025-04-30 18:11:52","2025-04-30 18:48:51","RESOLVED","(POLITECNICO) SERVIDOR PGPDMMPDB01","ICMP PING is unavailable","36m 59s","No","","Application: ICMP, Canvas: MySQL, GLPI: Yes, GLPICat: 2883"
"Disaster","2025-04-30 18:11:00","2025-04-30 18:48:30","RESOLVED","(POLITECNICO) SERVIDOR PGPDMMPAPP02","TCP Port 4200 is not avalaible","37m 30s","No","","Application: Listening Ports, GLPI: Yes, GLPICat: 2885"
"Average","2025-04-30 18:10:41","","PROBLEM","(CTEC) ILUPLB02","Virtual server /Common/vip_poli_prod_app-builder_80 is not available in some capacity: red (3)","1d 18h 15m","No","","Application: Virtual server status"
"Disaster","2025-04-30 18:10:41","","PROBLEM","(CTEC) ILUPLB02","Pool /Common/pool_poli_prod_app-poli-form_6001 is not available in some capacity: red (3)","1d 18h 15m","No","Actions (2)","Application: Pool status"
"Disaster","2025-04-30 18:10:41","","PROBLEM","(CTEC) ILUPLB02","Pool /Common/pool_pg_prod_dmmp_4200 is not available in some capacity: red (3)","1d 18h 15m","No","Actions (2)","Application: Pool status"
"Average","2025-04-30 18:10:41","","PROBLEM","(CTEC) ILUPLB02","Virtual server /Common/vip_pg_prod_dmmp_443 is not available in some capacity: red (3)","1d 18h 15m","No","","Application: Virtual server status"
"Disaster","2025-04-30 18:10:41","2025-04-30 18:23:43","RESOLVED","(CTEC) ILUPLB02","Pool /Common/pool_pg_dmmp_8081 is not available in some capacity: red (3)","13m 2s","No","Actions (2)","Application: Pool status"
"Disaster","2025-04-30 18:10:40","","PROBLEM","(CTEC) ILUPLB02","Pool /Common/pool_pg_dmmp_8080 is not available in some capacity: red (3)","1d 18h 15m","No","Actions (2)","Application: Pool status"
"Average","2025-04-30 18:10:40","","PROBLEM","(CTEC) ILUPLB02","Virtual server /Common/vip_pg_prod_dmmpdb_3306 is not available in some capacity: red (3)","1d 18h 15m","No","","Application: Virtual server status"
"Disaster","2025-04-30 18:10:40","","PROBLEM","(CTEC) ILUPLB02","Pool /Common/pool_pg_dmmp_8082 is not available in some capacity: red (3)","1d 18h 15m","No","Actions (2)","Application: Pool status"
"Disaster","2025-04-30 18:10:40","","PROBLEM","(CTEC) ILUPLB02","Pool /Common/pool_pg_dmmp_4201 is not available in some capacity: red (3)","1d 18h 15m","No","Actions (2)","Application: Pool status"
"Disaster","2025-04-30 18:10:40","","PROBLEM","(CTEC) ILUPLB02","Pool /Common/pool_poli_prod_app-poli-back_5311 is not available in some capacity: red (3)","1d 18h 15m","No","Actions (2)","Application: Pool status"
"Disaster","2025-04-30 18:10:40","","PROBLEM","(CTEC) ILUPLB02","Pool /Common/pool_pg_dmmp_15672 is not available in some capacity: red (3)","1d 18h 15m","No","Actions (2)","Application: Pool status"
"Average","2025-04-30 18:10:40","","PROBLEM","(CTEC) ILUPLB02","Virtual server /Common/vip_pg_prod_dmmp_80 is not available in some capacity: red (3)","1d 18h 15m","No","","Application: Virtual server status"
"Average","2025-04-30 18:10:40","","PROBLEM","(CTEC) ILUPLB02","Virtual server /Common/vip_poli_prod_app-builder_443 is not available in some capacity: red (3)","1d 18h 15m","No","","Application: Virtual server status"
"Disaster","2025-04-30 18:10:40","","PROBLEM","(CTEC) ILUPLB02","Pool /Common/pool_pg_prod_dmmpdb_3306 is not available in some capacity: red (3)","1d 18h 15m","No","Actions (2)","Application: Pool status"
"Disaster","2025-04-30 18:10:40","","PROBLEM","(CTEC) ILUPLB02","Pool /Common/pool_pg_dmmp_8083 is not available in some capacity: red (3)","1d 18h 15m","No","Actions (2)","Application: Pool status"
"Average","2025-04-30 18:10:39","","PROBLEM","(CTEC) ILUPLB01","Virtual server /Common/vip_wireframes_ilum_80 is not available in some capacity: red (3)","1d 18h 15m","No","","Application: Virtual server status"
"Disaster","2025-04-30 18:10:38","","PROBLEM","(CTEC) ILUPLB01","Pool /Common/pool_poli_prod_app-poli-form_6001 is not available in some capacity: red (3)","1d 18h 15m","No","Actions (2)","Application: Pool status"
"Average","2025-04-30 18:10:38","","PROBLEM","(CTEC) ILUPLB01","Virtual server /Common/vip_pg_prod_dmmpdb_3306 is not available in some capacity: red (3)","1d 18h 15m","No","","Application: Virtual server status"
"Disaster","2025-04-30 18:10:38","","PROBLEM","(CTEC) ILUPLB01","Pool /Common/pool_pg_dmmp_8080 is not available in some capacity: red (3)","1d 18h 15m","No","Actions (2)","Application: Pool status"
"Average","2025-04-30 18:10:38","","PROBLEM","(CTEC) ILUPLB01","Virtual server /Common/vip_poli_prod_app-builder_443 is not available in some capacity: red (3)","1d 18h 15m","No","","Application: Virtual server status"
"Disaster","2025-04-30 18:10:38","","PROBLEM","(CTEC) ILUPLB01","Pool /Common/pool_pg_prod_dmmp_4200 is not available in some capacity: red (3)","1d 18h 15m","No","Actions (2)","Application: Pool status"
"Disaster","2025-04-30 18:10:38","","PROBLEM","(CTEC) ILUPLB01","Pool /Common/pool_wireframes_ilum_80 is not available in some capacity: red (3)","1d 18h 15m","No","Actions (2)","Application: Pool status"
"Disaster","2025-04-30 18:10:38","2025-04-30 18:23:38","RESOLVED","(CTEC) ILUPLB01","Pool /Common/pool_pg_dmmp_8081 is not available in some capacity: red (3)","13m","No","Actions (2)","Application: Pool status"
"Disaster","2025-04-30 18:10:38","","PROBLEM","(CTEC) ILUPLB01","Pool /Common/pool_pg_dmmp_15672 is not available in some capacity: red (3)","1d 18h 15m","No","Actions (2)","Application: Pool status"
"Disaster","2025-04-30 18:10:38","","PROBLEM","(CTEC) ILUPLB01","Pool /Common/pool_pg_dmmp_4201 is not available in some capacity: red (3)","1d 18h 15m","No","Actions (2)","Application: Pool status"
"Average","2025-04-30 18:10:38","","PROBLEM","(CTEC) ILUPLB01","Virtual server /Common/vip_wireframes_ilum_443 is not available in some capacity: red (3)","1d 18h 15m","No","","Application: Virtual server status"
"Average","2025-04-30 18:10:38","","PROBLEM","(CTEC) ILUPLB01","Virtual server /Common/vip_pg_prod_dmmp_443 is not available in some capacity: red (3)","1d 18h 15m","No","","Application: Virtual server status"
"Average","2025-04-30 18:10:38","","PROBLEM","(CTEC) ILUPLB01","Virtual server /Common/vip_pg_prod_dmmp_80 is not available in some capacity: red (3)","1d 18h 15m","No","","Application: Virtual server status"
"Disaster","2025-04-30 18:10:38","","PROBLEM","(CTEC) ILUPLB01","Pool /Common/pool_poli_prod_app-poli-back_5311 is not available in some capacity: red (3)","1d 18h 15m","No","Actions (2)","Application: Pool status"
"Disaster","2025-04-30 18:10:38","","PROBLEM","(CTEC) ILUPLB01","Pool /Common/pool_pg_dmmp_8082 is not available in some capacity: red (3)","1d 18h 15m","No","Actions (2)","Application: Pool status"
"Disaster","2025-04-30 18:10:38","","PROBLEM","(CTEC) ILUPLB01","Pool /Common/pool_pg_dmmp_8083 is not available in some capacity: red (3)","1d 18h 15m","No","Actions (2)","Application: Pool status"
"Disaster","2025-04-30 18:10:38","","PROBLEM","(CTEC) ILUPLB01","Pool /Common/pool_pg_prod_dmmpdb_3306 is not available in some capacity: red (3)","1d 18h 15m","No","Actions (2)","Application: Pool status"
"Average","2025-04-30 18:10:38","","PROBLEM","(CTEC) ILUPLB01","Virtual server /Common/vip_poli_prod_app-builder_80 is not available in some capacity: red (3)","1d 18h 15m","No","","Application: Virtual server status"
"Disaster","2025-04-30 18:09:40","","PROBLEM","(CTEC) ILUPLB02","Pool /Common/pool_wireframes_ilum_80 is not available in some capacity: red (3)","1d 18h 16m","No","Actions (2)","Application: Pool status"
"Disaster","2025-04-30 18:09:40","","PROBLEM","(CTEC) ILUPLB02","Pool /Common/Pool-hpl-prod is not available in some capacity: red (3)","1d 18h 16m","No","Actions (2)","Application: Pool status"
"Average","2025-04-30 18:09:40","","PROBLEM","(CTEC) ILUPLB02","Virtual server /Common/vip_wireframes_ilum_80 is not available in some capacity: red (3)","1d 18h 16m","No","","Application: Virtual server status"
